Epoch:0 , Loss:12.84184455871582
Epoch:100 , Loss:0.21036697924137115
Epoch:200 , Loss:0.07100634276866913
Epoch:300 , Loss:0.004884723573923111
Epoch:400 , Loss:3.766066947719082e-05
Epoch:500 , Loss:4.354689053798211e-08
Epoch:600 , Loss:5.9117155615240335e-12
Epoch:700 , Loss:1.4210854715202004e-13
Epoch:800 , Loss:2.913225216616411e-13
Epoch:900 , Loss:2.913225216616411e-13
