Epoch:0,Loss:17.0
Epoch:50,Loss:0.0905328094959259
Epoch:100,Loss:0.0003703487745951861
Epoch:150,Loss:1.3888740113543463e-06
Epoch:200,Loss:1.051375875249505e-08
Epoch:250,Loss:2.7398527890909463e-11
Epoch:300,Loss:5.684341886080801e-13
Epoch:350,Loss:1.1368683772161603e-13
Epoch:400,Loss:1.1368683772161603e-13
Epoch:450,Loss:4.547473508864641e-13
